iteration,mechanism,missing_rate,method,outcome,bias,mse,covered,n_effective
64,MCAR,0.3,Complete Case,1,-0.10424453734902028,0.010866923567111286,1,14
65,MCAR,0.3,Complete Case,0,-0.15090386206971235,0.02277197558755477,1,14
65,MCAR,0.3,Complete Case,1,-0.0780952198697056,0.006098863366497662,1,14
66,MCAR,0.3,Complete Case,0,0.21657681860611444,0.0469055183575458,1,16
66,MCAR,0.3,Complete Case,1,-0.08189906089558566,0.006707456175578848,1,16
67,MCAR,0.3,Complete Case,0,0.2696999763153607,0.07273807722450612,0,14
67,MCAR,0.3,Complete Case,1,-0.0501598543368898,0.0025160109870980022,1,14
68,MCAR,0.3,Complete Case,0,0.05143503109924086,0.002645562424179874,1,13
68,MCAR,0.3,Complete Case,1,0.22721218465677812,0.05162537685650584,1,13
69,MCAR,0.3,Complete Case,0,0.09666299949667667,0.009343735471694514,1,15
69,MCAR,0.3,Complete Case,1,0.1701870746938034,0.028963640392834215,1,15
70,MCAR,0.3,Complete Case,0,-0.05048943968537328,0.0025491835197429466,1,14
70,MCAR,0.3,Complete Case,1,-0.09619333666079427,0.009253158017936906,1,14
71,MCAR,0.3,Complete Case,0,0.11759279680530199,0.013828065860493042,1,16
71,MCAR,0.3,Complete Case,1,0.08957259963489422,0.008023250605353053,1,16
72,MCAR,0.3,Complete Case,0,-0.09470387576069239,0.00896882408409666,1,15
72,MCAR,0.3,Complete Case,1,-0.17646947651216371,0.0311414761404771,1,15
73,MCAR,0.3,Complete Case,0,0.09504940032265707,0.009034388501696723,1,15
73,MCAR,0.3,Complete Case,1,-0.06549381790556272,0.004289440183847007,1,15
74,MCAR,0.3,Complete Case,0,0.12463479443832293,0.015533831984683012,1,14
74,MCAR,0.3,Complete Case,1,-0.0604333627364988,0.0036521913316412413,1,14
75,MCAR,0.3,Complete Case,0,-0.12734403970326635,0.01621650444794708,1,13
75,MCAR,0.3,Complete Case,1,-0.06800000030421266,0.004624000041372922,1,13
76,MCAR,0.3,Complete Case,0,-0.00844987670506231,7.140041633075466e-05,1,15
76,MCAR,0.3,Complete Case,1,-0.10996982962104379,0.012093363426881401,1,15
77,MCAR,0.3,Complete Case,0,-0.16848993961718073,0.028388859752201206,0,14
77,MCAR,0.3,Complete Case,1,0.043296644168956955,0.0018745993962932743,1,14
78,MCAR,0.3,Complete Case,0,0.03550169287410232,0.0012603701969270875,1,14
78,MCAR,0.3,Complete Case,1,0.18396860545868243,0.03384444779441236,1,14
79,MCAR,0.3,Complete Case,0,0.14165187860695283,0.0200652547128789,1,13
79,MCAR,0.3,Complete Case,1,0.15026887457871452,0.022580734667153435,1,13
80,MCAR,0.3,Complete Case,0,-0.04817328403216681,0.0023206652944438174,1,14
80,MCAR,0.3,Complete Case,1,-0.07807418504788621,0.0060955783708915795,1,14
81,MCAR,0.3,Complete Case,0,0.017825970047492756,0.0003177652081341089,1,13
81,MCAR,0.3,Complete Case,1,0.02794873121848257,0.0007811315767229822,1,13
82,MCAR,0.3,Complete Case,0,0.1396157298088182,0.019492552010048927,1,14
82,MCAR,0.3,Complete Case,1,0.03732183450576332,0.0013929193308755855,1,14
83,MCAR,0.3,Complete Case,0,0.08854295677017476,0.007839855193605036,1,15
83,MCAR,0.3,Complete Case,1,0.09523678088899351,0.00907004443409816,1,15
84,MCAR,0.3,Complete Case,0,0.01984843420822624,0.0003939603405182856,1,15
84,MCAR,0.3,Complete Case,1,0.12251232450495236,0.015009269655606752,1,15
85,MCAR,0.3,Complete Case,0,0.018114836629999687,0.0003281473061315784,1,14
85,MCAR,0.3,Complete Case,1,0.032642589854418924,0.0010655386724038132,1,14
86,MCAR,0.3,Complete Case,0,-0.005561442348087031,3.092964099109579e-05,1,16
86,MCAR,0.3,Complete Case,1,0.0582275018957677,0.003390441977021631,1,16
87,MCAR,0.3,Complete Case,0,-0.0538491895013582,0.002899735209953186,1,14
87,MCAR,0.3,Complete Case,1,-0.02003763041899187,0.0004015066328081083,1,14
88,MCAR,0.3,Complete Case,0,0.17446860583743418,0.03043929442285797,1,15
88,MCAR,0.3,Complete Case,1,0.06545269496982686,0.004284055278813198,1,15
89,MCAR,0.3,Complete Case,0,0.14721986999314807,0.021673690120799418,1,14
89,MCAR,0.3,Complete Case,1,0.18037534608558592,0.032535265475494894,1,14
90,MCAR,0.3,Complete Case,0,-0.048077546740451615,0.00231145050058031,1,13
90,MCAR,0.3,Complete Case,1,0.07593941987527408,0.005766795490993172,1,13
91,MCAR,0.3,Complete Case,0,0.05558442964921961,0.0030896288194290442,1,16
91,MCAR,0.3,Complete Case,1,0.2172830183252003,0.04721191005250933,1,16
92,MCAR,0.3,Complete Case,0,-0.11375299148067647,0.012939743070802853,1,14
92,MCAR,0.3,Complete Case,1,-0.1595214862979399,0.02544710459070383,1,14
93,MCAR,0.3,Complete Case,0,0.05912365121276253,0.003495606132728396,1,14
93,MCAR,0.3,Complete Case,1,0.005683970261801619,3.230751793704516e-05,1,14
94,MCAR,0.3,Complete Case,0,0.11253461356245886,0.01266403924965195,1,14
94,MCAR,0.3,Complete Case,1,0.07143647854333851,0.005103170466672863,1,14
95,MCAR,0.3,Complete Case,0,0.28428980986392804,0.08082069599246836,0,15
95,MCAR,0.3,Complete Case,1,0.12053565996796067,0.014528845323911837,1,15
96,MCAR,0.3,Complete Case,0,0.10576179573238098,0.01118555743653788,1,14
96,MCAR,0.3,Complete Case,1,0.08915904897462945,0.007949336014060372,1,14
97,MCAR,0.3,Complete Case,0,-0.050510615283465454,0.002551322256314254,1,13
97,MCAR,0.3,Complete Case,1,-0.12249877616302268,0.015005950161438334,1,13
98,MCAR,0.3,Complete Case,0,-0.07855538516030408,0.006170948537683723,1,14
98,MCAR,0.3,Complete Case,1,-0.20845494892969738,0.043453465733282744,1,14
99,MCAR,0.3,Complete Case,0,-0.13407165264490462,0.01797520804293596,1,15
99,MCAR,0.3,Complete Case,1,0.1480413441064039,0.02191623956483069,1,15
0,MAR,0.1,Complete Case,0,-0.037141522502533886,0.001379492693806231,1,27
0,MAR,0.1,Complete Case,1,-0.01691604382871298,0.00028615253881493843,1,27
1,MAR,0.1,Complete Case,0,-0.054287127373995936,0.002947092198520459,1,27
1,MAR,0.1,Complete Case,1,-0.20981391592695758,0.04402187931660442,0,27
2,MAR,0.1,Complete Case,0,-0.007253825425696803,5.26179833064854e-05,1,27
2,MAR,0.1,Complete Case,1,-0.060535681625289384,0.003664568749838399,1,27
3,MAR,0.1,Complete Case,0,-0.08182440177592659,0.006695232725988259,1,27
3,MAR,0.1,Complete Case,1,-0.12073057427357736,0.01457587156442778,1,27
4,MAR,0.1,Complete Case,0,-0.1285189328206141,0.01651711609334952,1,27
4,MAR,0.1,Complete Case,1,-0.04802946861662949,0.002306829855595797,1,27
5,MAR,0.1,Complete Case,0,0.10716617285425623,0.011484588604228324,1,27
5,MAR,0.1,Complete Case,1,0.1219470937966588,0.014871093685451099,1,27
6,MAR,0.1,Complete Case,0,-0.02145159200665353,0.00046017079961992163,1,27
6,MAR,0.1,Complete Case,1,-0.010335477846438956,0.00010682210231423044,1,27
7,MAR,0.1,Complete Case,0,-0.19974336866166287,0.03989741332430896,0,27
7,MAR,0.1,Complete Case,1,-0.06540399100213287,0.004277682039007078,1,27
8,MAR,0.1,Complete Case,0,0.03492350187144044,0.0012196509829645041,1,27
8,MAR,0.1,Complete Case,1,0.041468346690349545,0.001719623777231024,1,27
9,MAR,0.1,Complete Case,0,-0.13853134497891495,0.019190933541667145,1,27
9,MAR,0.1,Complete Case,1,0.06274178120834945,0.003936531109196392,1,27
10,MAR,0.1,Complete Case,0,-0.13775720343967063,0.0189770470995188,1,27
10,MAR,0.1,Complete Case,1,-0.09836258857977875,0.009675198832114821,0,27
11,MAR,0.1,Complete Case,0,-0.08195694093316264,0.006716940167121909,1,27
11,MAR,0.1,Complete Case,1,-0.2181719447554219,0.04759899747836287,0,27
12,MAR,0.1,Complete Case,0,-0.2353331349641904,0.05538168441207385,0,27
12,MAR,0.1,Complete Case,1,-0.029038799679128258,0.0008432518868045394,1,27
13,MAR,0.1,Complete Case,0,0.035219397304722566,0.0012404059465078992,1,27
13,MAR,0.1,Complete Case,1,-0.018974012782864424,0.0003600131610843026,1,27
14,MAR,0.1,Complete Case,0,-0.026247391098318584,0.0006889255394680936,1,27
14,MAR,0.1,Complete Case,1,0.03467596283949925,0.001202422398846333,1,27
15,MAR,0.1,Complete Case,0,-0.0569267349601667,0.003240653153225066,1,27
15,MAR,0.1,Complete Case,1,0.14796891095721426,0.021894798609864003,1,27
16,MAR,0.1,Complete Case,0,-0.023539384718759992,0.0005541026329377915,1,27
16,MAR,0.1,Complete Case,1,0.05517722149320703,0.003044525771710428,1,27
17,MAR,0.1,Complete Case,0,0.06231785302958093,0.003883514806216449,1,27
17,MAR,0.1,Complete Case,1,0.024628499552187988,0.0006065629901921239,1,27
18,MAR,0.1,Complete Case,0,0.11246510284941769,0.012648399358930099,1,27
18,MAR,0.1,Complete Case,1,0.1448427440375818,0.020979420500336438,1,27
19,MAR,0.1,Complete Case,0,0.09587582675317718,0.009192174155605247,1,27
19,MAR,0.1,Complete Case,1,-0.06850143662728184,0.00469244682000151,1,27
20,MAR,0.1,Complete Case,0,0.05791229670416498,0.003353834109551238,1,27
20,MAR,0.1,Complete Case,1,-0.03348457256819287,0.0011212166000745746,1,27
21,MAR,0.1,Complete Case,0,-0.08037713316121337,0.006460483535215425,1,27
21,MAR,0.1,Complete Case,1,-0.05434636206063426,0.0029535270692255464,1,27
22,MAR,0.1,Complete Case,0,-0.059819673100724446,0.003578393289877536,1,27
22,MAR,0.1,Complete Case,1,0.007200879997831422,5.185267274316866e-05,1,27
23,MAR,0.1,Complete Case,0,0.12795974033419044,0.016373695146393443,1,27
23,MAR,0.1,Complete Case,1,0.10513791428561287,0.011053981020328878,1,27
24,MAR,0.1,Complete Case,0,0.03363139782751723,0.0011310709198327307,1,27
24,MAR,0.1,Complete Case,1,0.1769804328197696,0.03132207360107298,0,27
25,MAR,0.1,Complete Case,0,0.10537754051179271,0.011104426044314514,1,27
25,MAR,0.1,Complete Case,1,0.12297785098770608,0.015123551833554441,1,27
26,MAR,0.1,Complete Case,0,-0.006245533680124538,3.900669094956995e-05,1,27
26,MAR,0.1,Complete Case,1,-0.05509096563233812,0.0030350144943034596,1,27
27,MAR,0.1,Complete Case,0,0.17647487536653939,0.031143381635635608,1,27
27,MAR,0.1,Complete Case,1,0.10266703710905828,0.01054052050875275,1,27
28,MAR,0.1,Complete Case,0,0.01065821594719496,0.00011359756717704096,1,27
28,MAR,0.1,Complete Case,1,-0.001392514777133702,1.939097404535724e-06,1,27
29,MAR,0.1,Complete Case,0,-0.05606531106676854,0.003143319105013519,1,27
29,MAR,0.1,Complete Case,1,0.03472080045180126,0.0012055339840138025,1,27
30,MAR,0.1,Complete Case,0,-0.22800164685572244,0.051984750968921564,0,27
30,MAR,0.1,Complete Case,1,-0.21631712288089433,0.046793097651467934,0,27
31,MAR,0.1,Complete Case,0,0.015592067088792905,0.00024311255610141885,1,27
31,MAR,0.1,Complete Case,1,0.09973219683138185,0.009946511084813491,1,27
32,MAR,0.1,Complete Case,0,0.05571001128064412,0.0031036053568894956,1,27
32,MAR,0.1,Complete Case,1,-0.02328156420108085,0.0005420312316490494,1,27
33,MAR,0.1,Complete Case,0,-0.14061956829217565,0.01977386298667785,1,27
33,MAR,0.1,Complete Case,1,-0.0365870731814818,0.0013386139239871047,1,27
34,MAR,0.1,Complete Case,0,0.000819446472131169,6.714925206882186e-07,1,27
34,MAR,0.1,Complete Case,1,-0.02153351229824685,0.0004636921518987483,1,27
35,MAR,0.1,Complete Case,0,0.07241669690380104,0.005244177990456986,1,27
35,MAR,0.1,Complete Case,1,-0.016316357656652625,0.00026622352717980676,1,27
36,MAR,0.1,Complete Case,0,-0.044218414902837844,0.001955268216519512,1,27
36,MAR,0.1,Complete Case,1,-0.04320190850136535,0.0018664048981603437,1,27
37,MAR,0.1,Complete Case,0,-0.01351096509655364,0.0001825461778402907,1,27
37,MAR,0.1,Complete Case,1,0.03212322091177289,0.001031901321746563,1,27
38,MAR,0.1,Complete Case,0,0.04789342334527902,0.0022937799997301174,1,27
38,MAR,0.1,Complete Case,1,-0.011744097137899534,0.00013792381758442003,1,27
39,MAR,0.1,Complete Case,0,0.031731509430308,0.0010068886907257258,1,27
39,MAR,0.1,Complete Case,1,0.038961067810300176,0.0015179648049188086,1,27
40,MAR,0.1,Complete Case,0,0.018238760810456278,0.00033265239590103576,1,27
40,MAR,0.1,Complete Case,1,-0.08025451941126666,0.006440787885933377,1,27
41,MAR,0.1,Complete Case,0,0.15081695182486576,0.022745752957743882,1,27
41,MAR,0.1,Complete Case,1,-0.011152490705315876,0.000124378048932157,1,27
42,MAR,0.1,Complete Case,0,-0.16025336175835259,0.025681139954853424,1,27
42,MAR,0.1,Complete Case,1,-0.06820467102176947,0.0046518771491878,1,27
43,MAR,0.1,Complete Case,0,0.06960368332170996,0.004844672731948886,1,27
43,MAR,0.1,Complete Case,1,-0.07636977692554908,0.0058323428276581294,1,27
44,MAR,0.1,Complete Case,0,-0.005293615955004161,2.802236987907461e-05,1,27
44,MAR,0.1,Complete Case,1,-0.016283538037565326,0.0002651536110208368,1,27
45,MAR,0.1,Complete Case,0,0.11198810406728177,0.012541335452584332,1,27
45,MAR,0.1,Complete Case,1,-0.1703613443031269,0.029022987632768553,0,27
46,MAR,0.1,Complete Case,0,0.047646950943599053,0.002270231934221735,1,27
46,MAR,0.1,Complete Case,1,-0.10471118440885074,0.010964432140304348,1,27
47,MAR,0.1,Complete Case,0,-0.10229524903776666,0.0104643179756987,1,27
47,MAR,0.1,Complete Case,1,0.021882273445580858,0.00047883389114717316,1,27
48,MAR,0.1,Complete Case,0,0.06383774895660066,0.004075258191845969,1,27
48,MAR,0.1,Complete Case,1,0.1601083408179224,0.025634680799468,1,27
49,MAR,0.1,Complete Case,0,0.06179093439112182,0.0038181195729279213,1,27
49,MAR,0.1,Complete Case,1,0.1077711003913398,0.011614610079560243,1,27
50,MAR,0.1,Complete Case,0,0.17999767254600807,0.03239916212197995,0,27
50,MAR,0.1,Complete Case,1,0.07922671440731488,0.0062768722757782355,1,27
51,MAR,0.1,Complete Case,0,-0.007379810083270821,5.4461596865145686e-05,1,27
51,MAR,0.1,Complete Case,1,-0.07481692461004827,0.005597572208105646,1,27
52,MAR,0.1,Complete Case,0,0.14567670566270163,0.021221702572737405,1,27
52,MAR,0.1,Complete Case,1,0.008261005600495974,6.824421353142585e-05,1,27
53,MAR,0.1,Complete Case,0,0.1358937811662605,0.018467119759663496,1,27
53,MAR,0.1,Complete Case,1,0.04858853695724791,0.002360845923645846,1,27
54,MAR,0.1,Complete Case,0,-0.1137193960104248,0.01293210102897582,1,27
54,MAR,0.1,Complete Case,1,-0.1757936044669572,0.03090339137148499,1,27
55,MAR,0.1,Complete Case,0,-0.05469873667682046,0.0029919517940401436,1,27
55,MAR,0.1,Complete Case,1,-0.09434920891489004,0.008901773222865566,1,27
56,MAR,0.1,Complete Case,0,-0.055780878296584624,0.0031115063835383855,1,27
56,MAR,0.1,Complete Case,1,0.033550750002427576,0.001125652825725394,1,27
57,MAR,0.1,Complete Case,0,0.09429401964773942,0.008891362141328268,1,27
57,MAR,0.1,Complete Case,1,0.08545586741316169,0.00730270527533587,1,27
58,MAR,0.1,Complete Case,0,0.016366828622733642,0.0002678730791659332,1,27
58,MAR,0.1,Complete Case,1,-0.24875394311398777,0.061878524214757064,0,27
59,MAR,0.1,Complete Case,0,0.10938338103669365,0.011964724047018512,1,27
59,MAR,0.1,Complete Case,1,-0.011698291877289713,0.00013685003284626246,1,27
60,MAR,0.1,Complete Case,0,-0.11559560197972091,0.013362343197054056,1,27
60,MAR,0.1,Complete Case,1,0.04906510179459522,0.0024073842141139916,1,27
61,MAR,0.1,Complete Case,0,0.01447710282704806,0.00020958650626492294,1,27
61,MAR,0.1,Complete Case,1,0.030162233186050158,0.0009097603107696654,1,27
62,MAR,0.1,Complete Case,0,0.1363330129705328,0.018586690425623463,1,27
62,MAR,0.1,Complete Case,1,0.09553158038099047,0.009126282850089642,1,27
63,MAR,0.1,Complete Case,0,-0.03071399705967237,0.0009433496153815631,1,27
63,MAR,0.1,Complete Case,1,-0.042989072575595255,0.001848060360909796,1,27
64,MAR,0.1,Complete Case,0,0.014291941162073107,0.00020425958218015961,1,27
64,MAR,0.1,Complete Case,1,0.040187505037867055,0.00161503556116859,1,27
65,MAR,0.1,Complete Case,0,0.03653902619470628,0.0013351004352574317,1,27
65,MAR,0.1,Complete Case,1,0.08525336076836554,0.007268135522301088,1,27
66,MAR,0.1,Complete Case,0,0.11241397167729084,0.012636901028262747,1,27
66,MAR,0.1,Complete Case,1,0.171896447313509,0.02954838859900598,1,27
67,MAR,0.1,Complete Case,0,0.02070538151583179,0.0004287128237161487,1,27
67,MAR,0.1,Complete Case,1,-0.02199534695439942,0.00048379528764440783,1,27
68,MAR,0.1,Complete Case,0,-0.09120698839542268,0.008318714732162768,1,27
68,MAR,0.1,Complete Case,1,-0.13288785422599833,0.017659181800790184,1,27
69,MAR,0.1,Complete Case,0,0.09504894558788424,0.009034302057368578,1,27
69,MAR,0.1,Complete Case,1,-0.035786006641543355,0.001280638271348585,1,27
70,MAR,0.1,Complete Case,0,0.13042102619490947,0.017009644073733263,1,27
70,MAR,0.1,Complete Case,1,0.003672943465667766,1.3490513701991541e-05,1,27
71,MAR,0.1,Complete Case,0,-0.12960024138158377,0.016796222566164778,1,27
71,MAR,0.1,Complete Case,1,-0.09697319459788176,0.009403800470518643,1,27
72,MAR,0.1,Complete Case,0,-0.036878620674656915,0.0013600326628652325,1,27
72,MAR,0.1,Complete Case,1,0.05270947605978654,0.0027782888664972106,1,27
73,MAR,0.1,Complete Case,0,0.10887789239644374,0.011854395452691582,1,27
73,MAR,0.1,Complete Case,1,0.10373031587415305,0.010759978431351567,1,27
74,MAR,0.1,Complete Case,0,-0.08077972796294114,0.006525364449766775,1,27
74,MAR,0.1,Complete Case,1,0.022402080297512117,0.0005018532016561806,1,27
75,MAR,0.1,Complete Case,0,0.040924051094125335,0.001674777957954581,1,27
75,MAR,0.1,Complete Case,1,0.05268461953633635,0.002775669135688514,1,27
76,MAR,0.1,Complete Case,0,-0.09454525072351883,0.008938804434373037,1,27
76,MAR,0.1,Complete Case,1,-0.05511217162319518,0.00303735146102452,1,27
77,MAR,0.1,Complete Case,0,-0.05554541976771871,0.003085293657172076,1,27
77,MAR,0.1,Complete Case,1,0.11672857727989006,0.013625560753787265,1,27
78,MAR,0.1,Complete Case,0,0.051879997921711385,0.0026915341843567774,1,27
78,MAR,0.1,Complete Case,1,0.05829494703029148,0.003398300849264489,1,27
79,MAR,0.1,Complete Case,0,-0.17447893660225616,0.030442899317854124,0,27
79,MAR,0.1,Complete Case,1,0.06385414548706303,0.004077351895883012,1,27
80,MAR,0.1,Complete Case,0,0.004388874739600701,1.926222147990512e-05,1,27
80,MAR,0.1,Complete Case,1,-0.04815086849253225,0.002318506136585135,1,27
81,MAR,0.1,Complete Case,0,-0.029307318793189707,0.0008589189348456506,1,27
81,MAR,0.1,Complete Case,1,0.03507121817713316,0.001229990344428075,1,27
82,MAR,0.1,Complete Case,0,-0.10633642534018323,0.011307435354128361,1,27
82,MAR,0.1,Complete Case,1,-0.15172117755905512,0.02301931571990633,1,27
83,MAR,0.1,Complete Case,0,-0.25750019027454707,0.06630634799142794,0,27
83,MAR,0.1,Complete Case,1,-0.08031391777024102,0.006450325387605036,1,27
84,MAR,0.1,Complete Case,0,0.03898179405073976,0.0015195802674142897,1,27
84,MAR,0.1,Complete Case,1,-0.0793705423225487,0.006299682988575494,1,27
85,MAR,0.1,Complete Case,0,-0.0505126129958115,0.002551524071664625,1,27
85,MAR,0.1,Complete Case,1,-0.01981982938386251,0.0003928256368054197,1,27
86,MAR,0.1,Complete Case,0,-0.15806416567093,0.024984280469247208,1,27
86,MAR,0.1,Complete Case,1,-0.05128639632247206,0.0026302944477456756,1,27
87,MAR,0.1,Complete Case,0,-0.07754038257442841,0.006012510929788721,1,27
87,MAR,0.1,Complete Case,1,-0.08460079580556795,0.007157294650935404,1,27
88,MAR,0.1,Complete Case,0,0.003736965550316884,1.3964911524255174e-05,1,27
88,MAR,0.1,Complete Case,1,0.05471454311183188,0.0029936812279365097,1,27
89,MAR,0.1,Complete Case,0,-0.04576817174883874,0.0020947255452312004,1,27
89,MAR,0.1,Complete Case,1,-0.1741572285739382,0.030330740264554956,0,27
90,MAR,0.1,Complete Case,0,0.07601071344209442,0.005777628557976194,1,27
90,MAR,0.1,Complete Case,1,0.18535688920475357,0.03435717637566329,0,27
91,MAR,0.1,Complete Case,0,0.07023536218919524,0.004933006101847436,1,27
91,MAR,0.1,Complete Case,1,0.10359911154198803,0.010732775912289277,1,27
92,MAR,0.1,Complete Case,0,-0.021409925688451514,0.00045838491798501607,1,27
92,MAR,0.1,Complete Case,1,0.06706559526849287,0.004497794068717293,1,27
93,MAR,0.1,Complete Case,0,0.14201077375407967,0.0201670598622324,1,27
93,MAR,0.1,Complete Case,1,0.12374515418822662,0.015312863185067981,1,27
94,MAR,0.1,Complete Case,0,0.017286750966905906,0.0002988317589918223,1,27
94,MAR,0.1,Complete Case,1,-0.11199409661332074,0.012542677676233821,1,27
95,MAR,0.1,Complete Case,0,-0.17138455194744984,0.029372664646228133,0,27
95,MAR,0.1,Complete Case,1,-0.12908677609394853,0.0166633957623292,1,27
96,MAR,0.1,Complete Case,0,0.020035848171086834,0.00040143521193484365,1,27
96,MAR,0.1,Complete Case,1,-0.05090906076325899,0.002591732467797196,1,27
97,MAR,0.1,Complete Case,0,0.03035517800727905,0.0009214368318535977,1,27
97,MAR,0.1,Complete Case,1,-0.0002084795499608938,4.346372275189681e-08,1,27
98,MAR,0.1,Complete Case,0,-0.08813352934184243,0.007767518994249401,1,27
98,MAR,0.1,Complete Case,1,-0.09465013247915063,0.008958647578320766,1,27
99,MAR,0.1,Complete Case,0,0.009170223822678292,8.409300495801646e-05,1,27
99,MAR,0.1,Complete Case,1,-0.035768457916707685,0.0012793825817392886,1,27
0,MAR,0.3,Complete Case,0,-0.005719704725594021,3.271502214798258e-05,1,21
0,MAR,0.3,Complete Case,1,-0.059456869920739286,0.003535119380771712,1,21
1,MAR,0.3,Complete Case,0,0.18648609055820242,0.03477706197168207,1,21
1,MAR,0.3,Complete Case,1,0.0027584921642314075,7.609279020126075e-06,1,21
2,MAR,0.3,Complete Case,0,0.026397239738759848,0.0006968142658255621,1,21
2,MAR,0.3,Complete Case,1,0.13453230654654047,0.018098941504732336,1,21
3,MAR,0.3,Complete Case,0,0.06619561732105839,0.004381859752516005,1,21
3,MAR,0.3,Complete Case,1,-0.09615336709422007,0.009245470003555842,1,21
4,MAR,0.3,Complete Case,0,-0.036356132449210266,0.0013217683666645196,1,21
4,MAR,0.3,Complete Case,1,-0.02392047904017569,0.0005721893175114845,1,21
5,MAR,0.3,Complete Case,0,0.1400779179169469,0.019621823087946914,1,21
5,MAR,0.3,Complete Case,1,-0.05141698148969981,0.002643705985512133,1,21
6,MAR,0.3,Complete Case,0,-0.06753293847186276,0.004560697778644401,1,21
6,MAR,0.3,Complete Case,1,-0.02805709831351766,0.0007872007657743954,1,21
7,MAR,0.3,Complete Case,0,-0.16125807875507586,0.02600416796377825,1,21
7,MAR,0.3,Complete Case,1,8.006364983859093e-05,6.410188025476502e-09,1,21
8,MAR,0.3,Complete Case,0,-0.21107597276948875,0.04455306628058596,1,21
8,MAR,0.3,Complete Case,1,-0.08740992787215518,0.007640495490615371,1,21
9,MAR,0.3,Complete Case,0,-0.16541794208399813,0.02736309556330496,1,21
9,MAR,0.3,Complete Case,1,0.01592810715731202,0.00025370459761481446,1,21
10,MAR,0.3,Complete Case,0,-0.014927482685694049,0.00022282973933169563,1,21
10,MAR,0.3,Complete Case,1,-0.01805595539959537,0.00032601752539217714,1,21
11,MAR,0.3,Complete Case,0,-0.05282326669039994,0.0027902975038451155,1,21
11,MAR,0.3,Complete Case,1,0.006043981929455933,3.652971756358986e-05,1,21
12,MAR,0.3,Complete Case,0,-0.02598102919701395,0.0006750138781360913,1,21
12,MAR,0.3,Complete Case,1,-0.06805546515128783,0.004631546336958152,1,21
13,MAR,0.3,Complete Case,0,-0.1059338163055421,0.011221973437056339,1,21
13,MAR,0.3,Complete Case,1,-0.13813319695317944,0.019080780100505863,1,21
14,MAR,0.3,Complete Case,0,-0.06962911072462874,0.004848213060302609,1,21
14,MAR,0.3,Complete Case,1,0.031498735658121835,0.000992170348060236,1,21
15,MAR,0.3,Complete Case,0,-0.07594218588964152,0.005767215597696868,1,21
15,MAR,0.3,Complete Case,1,-0.07328517829049175,0.005370717357069163,1,21
16,MAR,0.3,Complete Case,0,-0.2681409446668615,0.07189956620683688,0,21
16,MAR,0.3,Complete Case,1,-0.06655162207262788,0.00442911840049789,1,21
17,MAR,0.3,Complete Case,0,0.11829186423644411,0.013992965144533326,1,21
17,MAR,0.3,Complete Case,1,-0.027593546320343276,0.00076140379853293,1,21
18,MAR,0.3,Complete Case,0,0.06613458415138773,0.004373783220876985,1,21
18,MAR,0.3,Complete Case,1,-0.010980329362689556,0.00012056763291314243,1,21
19,MAR,0.3,Complete Case,0,-0.1628781280306733,0.026529284590776407,1,21
19,MAR,0.3,Complete Case,1,-0.05295844267287239,0.0028045966503359113,1,21
20,MAR,0.3,Complete Case,0,0.15103538576149766,0.022811687752124412,1,21
20,MAR,0.3,Complete Case,1,0.18795713945733422,0.035327886272983784,1,21
21,MAR,0.3,Complete Case,0,0.0266025455944634,0.0007076954321055041,1,21
21,MAR,0.3,Complete Case,1,0.14535542523214856,0.02112819964441873,1,21
22,MAR,0.3,Complete Case,0,-0.11579784555035066,0.013409141034102868,1,21
22,MAR,0.3,Complete Case,1,-0.12648188596182253,0.01599766747645948,1,21
23,MAR,0.3,Complete Case,0,-0.10706865082103911,0.0114636959886376,1,21
23,MAR,0.3,Complete Case,1,-0.01783561319195104,0.0003181090979328979,1,21
24,MAR,0.3,Complete Case,0,0.10662244372342444,0.011368345505554812,1,21
24,MAR,0.3,Complete Case,1,0.08741787496313552,0.007641884863070396,1,21
25,MAR,0.3,Complete Case,0,0.00015043919717605547,2.2631952046976098e-08,1,21
25,MAR,0.3,Complete Case,1,0.0236726510035023,0.0005603944055336184,1,21
26,MAR,0.3,Complete Case,0,0.05715912187054739,0.003267165213012089,1,21
26,MAR,0.3,Complete Case,1,-0.05474264596370476,0.002996757287107521,1,21
27,MAR,0.3,Complete Case,0,-0.020608483588604287,0.00042470959582177224,1,21
27,MAR,0.3,Complete Case,1,0.01597823541971083,0.0002553040071277017,1,21
28,MAR,0.3,Complete Case,0,-0.013845147805246982,0.00019168811774913534,1,21
28,MAR,0.3,Complete Case,1,-0.13410446455906247,0.01798400741467284,1,21
29,MAR,0.3,Complete Case,0,0.11120988184601566,0.012367637820204763,1,21
29,MAR,0.3,Complete Case,1,0.17170895104644635,0.029483963869470907,1,21
30,MAR,0.3,Complete Case,0,-0.0574077935760397,0.003295654763269185,1,21
30,MAR,0.3,Complete Case,1,-0.029819716684412245,0.0008892155031386141,1,21
31,MAR,0.3,Complete Case,0,-0.034319191964039986,0.0011778069370646266,1,21
31,MAR,0.3,Complete Case,1,-0.20302895302609092,0.041220755766870634,0,21
32,MAR,0.3,Complete Case,0,-0.005418987105540507,2.9365421250014283e-05,1,21
32,MAR,0.3,Complete Case,1,-0.01733677014229451,0.00030056359896675445,1,21
33,MAR,0.3,Complete Case,0,-0.1393360523454097,0.01941453548320275,1,21
33,MAR,0.3,Complete Case,1,-0.22503123851741977,0.050639058308683864,1,21
