iteration,method,n_studies,n_outcomes,true_rho,true_tau2,outcome,theta_est,theta_se,bias,mse,covered,ci_width,tau2_est,tau2_bias,rho_est,rho_bias,converged
12,ML,20,2,0.0,0.099856,0,-0.005659611282987623,0.09829611969020995,-0.005659611282987623,3.203119987452081e-05,1,0.38532078918562296,0.10458851750752664,0.004732517507526637,0.11781072220324702,0.11781072220324702,1
12,ML,20,2,0.0,0.099856,1,0.2156445301990894,0.12893176142490523,0.2156445301990894,0.046502563404785986,1,0.5054125047856285,0.23953365821876596,0.13967765821876596,,,1
13,REML,20,2,0.0,0.099856,0,0.020998014672695787,0.1027135576155738,0.020998014672695787,0.0004409166201947476,1,0.40263714585304927,0.11942463397038337,0.019568633970383373,0.14146561665819485,0.14146561665819485,1
13,REML,20,2,0.0,0.099856,1,-0.12294385159766022,0.10596562422541932,-0.12294385159766022,0.0151151906456675,1,0.4153852469636437,0.13231550981792745,0.032459509817927445,,,1
13,ML,20,2,0.0,0.099856,0,0.022060155658508048,0.10000104051695843,0.022060155658508048,0.00048665046767760463,1,0.39200407882647703,0.10906616517920482,0.009210165179204824,0.14289685467896082,0.14289685467896082,1
13,ML,20,2,0.0,0.099856,1,-0.12330376222831624,0.10395877209316819,-0.12330376222831624,0.015203817779657146,1,0.40751838660521933,0.12432641325317033,0.02447041325317033,,,1
14,REML,20,2,0.0,0.099856,0,-0.09164936118260514,0.10938460239132632,-0.09164936118260514,0.00839960540517961,1,0.42878764137399916,0.15391803065076248,0.05406203065076248,0.6210272122768675,0.6210272122768675,1
14,REML,20,2,0.0,0.099856,1,-0.0276973929398531,0.09740687438795849,-0.0276973929398531,0.0007671455756646243,1,0.3818349476007973,0.1080162710705959,0.0081602710705959,,,1
14,ML,20,2,0.0,0.099856,0,-0.09144896520948496,0.1066719438783472,-0.09144896520948496,0.008362913237885591,1,0.418154020003121,0.1428294571408747,0.042973457140874693,0.6294923085670835,0.6294923085670835,1
14,ML,20,2,0.0,0.099856,1,-0.028350758697025916,0.09464155408215462,-0.028350758697025916,0.0008037655186969906,1,0.3709948920020461,0.09828294088208674,-0.0015730591179132641,,,1
15,REML,20,2,0.0,0.099856,0,-0.0440698740810056,0.10546410784390646,-0.0440698740810056,0.0019421538015156892,1,0.41341930274811334,0.1631435778965739,0.06328757789657391,0.19742789209152606,0.19742789209152606,1
15,REML,20,2,0.0,0.099856,1,0.13765502268265095,0.0856548083423202,0.13765502268265095,0.01894890526976115,1,0.3357668487018952,0.08968730778039792,-0.01016869221960208,,,1
15,ML,20,2,0.0,0.099856,0,-0.042986997389934056,0.10267868906811721,-0.042986997389934056,0.0018478819446021975,1,0.40250046114701943,0.15180237172514033,0.05194637172514033,0.1995467362323426,0.1995467362323426,1
15,ML,20,2,0.0,0.099856,1,0.13667693374985096,0.08344908897150237,0.13667693374985096,0.018680584219261148,1,0.3271204287682893,0.08259494097257278,-0.017261059027427222,,,1
16,REML,20,2,0.0,0.099856,0,-0.04490271802440294,0.07427708358080642,-0.04490271802440294,0.0020162540859790406,1,0.2911661676367612,0.04586051098750334,-0.05399548901249666,-0.1910684646281564,-0.1910684646281564,1
16,REML,20,2,0.0,0.099856,1,0.026088644427704137,0.08615087404601034,0.026088644427704137,0.0006806173680751781,1,0.3377114262603605,0.08033810522089924,-0.019517894779100764,,,1
16,ML,20,2,0.0,0.099856,0,-0.04659304068528465,0.07235313351006005,-0.04659304068528465,0.002170911440300591,1,0.2836242833594354,0.040991923899470505,-0.058864076100529496,-0.21619305738592687,-0.21619305738592687,1
16,ML,20,2,0.0,0.099856,1,0.022772209896880065,0.08363976535166112,0.022772209896880065,0.0005185735435875624,1,0.3278678801785116,0.07257240593725674,-0.027283594062743263,,,1
17,REML,20,2,0.0,0.099856,0,-0.10060255037020789,0.09988056444278134,-0.10060255037020789,0.010120873140990215,1,0.39153181261570286,0.1167962639542337,0.016940263954233703,-0.13643469310397285,-0.13643469310397285,1
17,REML,20,2,0.0,0.099856,1,-0.0253558371072469,0.08715964693679719,-0.0253558371072469,0.0006429184754092389,1,0.341665815992245,0.07344225329351134,-0.02641374670648866,,,1
17,ML,20,2,0.0,0.099856,0,-0.1008241459564997,0.09598865362882611,-0.1008241459564997,0.010165508407857555,1,0.3762755222249983,0.10286125663739147,0.0030052566373914708,-0.162267098164776,-0.162267098164776,1
17,ML,20,2,0.0,0.099856,1,-0.022873385340881035,0.0849902521504188,-0.022873385340881035,0.0005231917569524314,1,0.3331617884296417,0.0669511390280158,-0.032904860971984196,,,1
18,REML,20,2,0.0,0.099856,0,-0.014295096265319983,0.09537164369417193,-0.014295096265319983,0.00020434977723476534,1,0.373856843281154,0.10893675953301818,0.009080759533018179,-0.2103264839864697,-0.2103264839864697,1
18,REML,20,2,0.0,0.099856,1,-0.0005792152838819773,0.07467959901540731,-0.0005792152838819773,3.3549034508247954e-07,1,0.2927440281403967,0.046036325748333454,-0.05381967425166655,,,1
18,ML,20,2,0.0,0.099856,0,-0.013389569686779502,0.09182186093925583,-0.013389569686779502,0.00017928057639712453,1,0.3599416948818829,0.09755607457072278,-0.002299925429277219,-0.35751988004679114,-0.35751988004679114,1
18,ML,20,2,0.0,0.099856,1,0.003909404592074656,0.06730615317115296,0.003909404592074656,1.5283444264534407e-05,1,0.2638401204309196,0.030058314662104,-0.069797685337896,,,1
19,REML,20,2,0.0,0.099856,0,0.07785901831907871,0.08721093468022052,0.07785901831907871,0.006062026733610634,1,0.3418668639464644,0.0568397548942655,-0.0430162451057345,0.239780144304924,0.239780144304924,1
19,REML,20,2,0.0,0.099856,1,-0.094925630319038,0.10674935467555334,-0.094925630319038,0.009010875291466667,1,0.41845747032816916,0.12744154603894986,0.02758554603894986,,,1
19,ML,20,2,0.0,0.099856,0,0.07476110712902015,0.08475527378960822,0.07476110712902015,0.0055892231391568275,1,0.3322406732552642,0.049265076732499136,-0.050590923267500865,0.25332146322190485,0.25332146322190485,1
19,ML,20,2,0.0,0.099856,1,-0.09618837041547552,0.10453044676306758,-0.09618837041547552,0.009252202603184727,1,0.40975935131122493,0.11854598337689483,0.018689983376894828,,,1
20,REML,20,2,0.0,0.099856,0,-0.058304599397355696,0.09885001630392448,-0.058304599397355696,0.0033994263108861303,1,0.38749206391138397,0.11748773988296661,0.01763173988296661,0.01390108484007879,0.01390108484007879,1
20,REML,20,2,0.0,0.099856,1,-0.11590657519971767,0.10413339987226108,-0.11590657519971767,0.013434334174527808,1,0.40820292749926346,0.13753144332947662,0.037675443329476616,,,1
20,ML,20,2,0.0,0.099856,0,-0.06026208582427451,0.09645141133005983,-0.06026208582427451,0.0036315189878922266,1,0.37808953241383453,0.1088536165327565,0.008997616532756506,0.006895130368713135,0.006895130368713135,1
20,ML,20,2,0.0,0.099856,1,-0.11551338154427626,0.10159367342472737,-0.11551338154427626,0.013343341315793544,1,0.3982471998249313,0.12779214455286952,0.027936144552869524,,,1
21,REML,20,2,0.0,0.099856,0,-0.05674520757966072,0.11424076271829582,-0.05674520757966072,0.0032200185832587844,1,0.4478237898557196,0.18931996686009317,0.08946396686009317,0.36217729294914114,0.36217729294914114,1
21,REML,20,2,0.0,0.099856,1,-0.07093256839967953,0.08876770704192778,-0.07093256839967953,0.005031429259775215,1,0.3479694116043569,0.08851573652114662,-0.011340263478853377,,,1
21,ML,20,2,0.0,0.099856,0,-0.057287893847313365,0.11128010115899263,-0.057287893847313365,0.0032819027814610445,1,0.4362179965432511,0.17619687813061372,0.07634087813061372,0.35654035799180217,0.35654035799180217,1
21,ML,20,2,0.0,0.099856,1,-0.07148176456945408,0.08613523954509124,-0.07148176456945408,0.005109642665962861,1,0.33765013901675767,0.07967388596503103,-0.020182114034968973,,,1
22,REML,20,2,0.0,0.099856,0,-0.03896227987986292,0.12221335649697318,-0.03896227987986292,0.001518059253436771,1,0.4790763574681349,0.21691528858653372,0.11705928858653372,-0.08791321228320605,-0.08791321228320605,1
22,REML,20,2,0.0,0.099856,1,0.0001379041690899041,0.09534691521015355,0.0001379041690899041,1.9017559852376862e-08,1,0.3737599076238019,0.10507160356797432,0.0052156035679743196,,,1
22,ML,20,2,0.0,0.099856,0,-0.03988304027421368,0.11875045735707737,-0.03988304027421368,0.0015906569015145505,1,0.46550179283974324,0.20082831420980546,0.10097231420980546,-0.10313090408919366,-0.10313090408919366,1
22,ML,20,2,0.0,0.099856,1,0.00028974878434807644,0.09285954855248651,0.00028974878434807644,8.395435803118811e-08,1,0.3640094303257471,0.09645838452265715,-0.0033976154773428524,,,1
23,REML,20,2,0.0,0.099856,0,-0.02111046808649041,0.09828731582238043,-0.02111046808649041,0.00044565186283073,1,0.3852862780237313,0.11679319107269096,0.016937191072690955,0.05577118301943747,0.05577118301943747,1
23,REML,20,2,0.0,0.099856,1,0.032157528844733975,0.09486143703118566,0.032157528844733975,0.0010341066613998977,1,0.37185683316224777,0.10433982043268691,0.0044838204326869135,,,1
23,ML,20,2,0.0,0.099856,0,-0.020864914709698385,0.09621026160919029,-0.020864914709698385,0.00043534466584298806,1,0.3771442255080259,0.10919129622262433,0.009335296222624329,0.06462474982491988,0.06462474982491988,1
23,ML,20,2,0.0,0.099856,1,0.033292201579803136,0.09268452315272822,0.033292201579803136,0.0011083706860302465,1,0.3633233307586946,0.09671634950296167,-0.003139650497038335,,,1
24,REML,20,2,0.0,0.099856,0,0.027251210569983052,0.09352781587426555,0.027251210569983052,0.000742628477529556,1,0.36662903822712095,0.11189810306340711,0.012042103063407111,-0.48769135392561946,-0.48769135392561946,1
24,REML,20,2,0.0,0.099856,1,0.23505868287353568,0.07893527555132875,0.23505868287353568,0.05525258439424142,0,0.30942628016120866,0.06367564531643741,-0.03618035468356259,,,1
24,ML,20,2,0.0,0.099856,0,0.029589986517356063,0.09116403472227183,0.029589986517356063,0.0008755673020973136,1,0.35736301611130555,0.10354813618086663,0.003692136180866626,-0.5256316315680647,-0.5256316315680647,1
24,ML,20,2,0.0,0.099856,1,0.23613784444582672,0.07645977086162381,0.23613784444582672,0.055761081579521456,0,0.2997223017775653,0.05650996689197774,-0.04334603310802226,,,1
25,REML,20,2,0.0,0.099856,0,-0.2047641839147109,0.10844298794768745,-0.2047641839147109,0.04192837101425755,1,0.42509651275493476,0.15833302579832637,0.058477025798326365,0.020064669824203983,0.020064669824203983,1
25,REML,20,2,0.0,0.099856,1,-0.0010618058564375152,0.10943256384734305,-0.0010618058564375152,1.1274316767650051e-06,1,0.42897565028158474,0.16247947814242403,0.06262347814242403,,,1
25,ML,20,2,0.0,0.099856,0,-0.20725500017291032,0.10586720781981307,-0.20725500017291032,0.042954635096673056,1,0.4149994546536673,0.14777400642047173,0.047918006420471726,0.018306741777304632,0.018306741777304632,1
25,ML,20,2,0.0,0.099856,1,-0.002354598546110125,0.10627673380600808,-0.002354598546110125,5.5441343133439134e-06,1,0.4166047965195517,0.149439035396962,0.04958303539696199,,,1
26,REML,20,2,0.0,0.099856,0,-0.04286768741175182,0.10599700436535578,-0.04286768741175182,0.0018376386240316657,1,0.41550825711219463,0.15515075059460748,0.05529475059460748,-0.45193708577814085,-0.45193708577814085,1
26,REML,20,2,0.0,0.099856,1,-0.04871452627349696,0.11490085565663818,-0.04871452627349696,0.002373105070051226,1,0.45041135417402167,0.19308802797114047,0.09323202797114047,,,1
26,ML,20,2,0.0,0.099856,0,-0.042251555005830076,0.102911082342432,-0.042251555005830076,0.0017851939004106846,1,0.40341144278233343,0.14297859988202657,0.043122599882026574,-0.47100543106074527,-0.47100543106074527,1
26,ML,20,2,0.0,0.099856,1,-0.04852043982065566,0.11190489578988452,-0.04852043982065566,0.0023542330803898674,1,0.4386671914963473,0.18010414923009394,0.08024814923009393,,,1
27,REML,20,2,0.0,0.099856,0,-0.10612690097293166,0.09041394775665118,-0.10612690097293166,0.011262919110118444,1,0.3544226752060726,0.09614939825185416,-0.0037066017481458408,-0.34403698784173253,-0.34403698784173253,1
27,REML,20,2,0.0,0.099856,1,-0.21651481168631917,0.08686559151363916,-0.21651481168631917,0.046878663679562255,0,0.3405131187334655,0.08455950440781393,-0.015296495592186071,,,1
27,ML,20,2,0.0,0.099856,0,-0.10964244240163883,0.0874548329408009,-0.10964244240163883,0.012021465175796688,1,0.34282294512793954,0.08659459583721668,-0.013261404162783319,-0.3561162677011406,-0.3561162677011406,1
27,ML,20,2,0.0,0.099856,1,-0.21892219696573714,0.08442188810267146,-0.21892219696573714,0.04792692832430501,0,0.3309338013624721,0.07709406181889851,-0.02276193818110149,,,1
28,REML,20,2,0.0,0.099856,0,-0.1794181708218802,0.07473100676981849,-0.1794181708218802,0.03219088002106938,0,0.29294554653768845,0.015011279171252785,-0.08484472082874722,0.02021474262256374,0.02021474262256374,1
28,REML,20,2,0.0,0.099856,1,-0.022729221047661,0.09464974098329496,-0.022729221047661,0.0005166174894334359,1,0.3710269846545162,0.07229966399824618,-0.02755633600175382,,,1
28,ML,20,2,0.0,0.099856,0,-0.181336664724541,0.06741848965962374,-0.181336664724541,0.03288298597342059,0,0.2642804794657251,0.00011162759915077864,-0.09974437240084923,-0.9991060750037636,-0.9991060750037636,1
28,ML,20,2,0.0,0.099856,1,-0.02536675856430696,0.09049576193136448,-0.02536675856430696,0.0006434724400598404,1,0.35474338677094874,0.05888263520778557,-0.04097336479221443,,,1
29,REML,20,2,0.0,0.099856,0,0.019340786990004577,0.08048584029080474,0.019340786990004577,0.00037406604139273033,1,0.3155044939399546,0.05764701135375744,-0.04220898864624256,-0.7075429167079061,-0.7075429167079061,1
29,REML,20,2,0.0,0.099856,1,0.01645497430095182,0.10108005293271263,0.01645497430095182,0.0002707661792449848,1,0.3962338074962335,0.1249690252393026,0.025113025239302603,,,1
29,ML,20,2,0.0,0.099856,0,0.016787097091959607,0.07661513213425634,0.016787097091959607,0.0002818066287748787,1,0.30033131796628487,0.0480121465758227,-0.0518438534241773,-0.7642452785977663,-0.7642452785977663,1
29,ML,20,2,0.0,0.099856,1,0.014296650607757639,0.09889487177933093,0.014296650607757639,0.00020439421860029685,1,0.38766789737497725,0.11739193511660842,0.01753593511660842,,,1
30,REML,20,2,0.0,0.099856,0,-0.0486845324344456,0.066869900856023,-0.0486845324344456,0.0023701836983605856,1,0.26213001135561015,0.02796099795750087,-0.07189500204249913,-0.5906046611167024,-0.5906046611167024,1
30,REML,20,2,0.0,0.099856,1,-0.09973816989717751,0.11357524066897387,-0.09973816989717751,0.009947702534438246,1,0.44521494342237755,0.18634203270625657,0.08648603270625657,,,1
30,ML,20,2,0.0,0.099856,0,-0.05019012368998437,0.06389857425140083,-0.05019012368998437,0.0025190485160159304,1,0.25048241106549124,0.02189910107122684,-0.07795689892877317,-0.6880581526177559,-0.6880581526177559,1
30,ML,20,2,0.0,0.099856,1,-0.09946951997846881,0.11034156286216344,-0.09946951997846881,0.009894185404747007,1,0.4325389264196807,0.17258382409701392,0.07272782409701392,,,1
31,REML,20,2,0.0,0.099856,0,0.10999760642890152,0.0689255530572158,0.10999760642890152,0.012099473420087518,1,0.27018816798428597,0.048516721054293166,-0.051339278945706834,0.14072600467604854,0.14072600467604854,1
31,REML,20,2,0.0,0.099856,1,0.015851705264762567,0.09828199134870226,0.015851705264762567,0.00025127655980090126,1,0.38526540608691284,0.1384107269382934,0.0385547269382934,,,1
31,ML,20,2,0.0,0.099856,0,0.11037894450774605,0.06611288387308802,0.11037894450774605,0.01218351139064408,1,0.259162504782505,0.042071883763780606,-0.057784116236219395,0.14963376044278986,0.14963376044278986,1
31,ML,20,2,0.0,0.099856,1,0.013184880155118575,0.09574115845504916,0.013184880155118575,0.00017384106470483962,1,0.3753053411437927,0.12911959961635,0.02926359961635,,,1
32,REML,20,2,0.0,0.099856,0,0.01681302350568599,0.11171312563916677,0.01681302350568599,0.0002826777594027496,1,0.4379154525055337,0.17597255631354497,0.07611655631354497,0.05856265725199972,0.05856265725199972,1
32,REML,20,2,0.0,0.099856,1,-0.012798624386337467,0.09074554531197071,-0.012798624386337467,0.00016380478618255212,1,0.35572253762292516,0.09489576938330316,-0.004960230616696842,,,1
32,ML,20,2,0.0,0.099856,0,0.017125783184511963,0.10890312910771777,0.017125783184511963,0.0002932924496829127,1,0.4269002661022536,0.16401703806660065,0.06416103806660065,0.0568017463699654,0.0568017463699654,1
32,ML,20,2,0.0,0.099856,1,-0.014331880063985138,0.08852781055600158,-0.014331880063985138,0.00020540278616845465,1,0.3470290173795262,0.08752205004416348,-0.012333949955836518,,,1
33,REML,20,2,0.0,0.099856,0,0.006359315075304649,0.12037948464604613,0.006359315075304649,4.044088822699697e-05,1,0.4718875798125008,0.20535970186831343,0.10550370186831343,-0.3086313644371761,-0.3086313644371761,1
33,REML,20,2,0.0,0.099856,1,0.05592373755537256,0.10267529062236412,0.05592373755537256,0.0031274644221621875,1,0.4024871392396674,0.12767872830991114,0.027822728309911143,,,1
33,ML,20,2,0.0,0.099856,0,0.005441593396433273,0.1170804265322357,0.005441593396433273,2.9610938692106205e-05,1,0.45895527200636393,0.18995895064254698,0.09010295064254698,-0.32911083702091837,-0.32911083702091837,1
33,ML,20,2,0.0,0.099856,1,0.05437281441827614,0.09982052135184859,0.05437281441827614,0.002956402947764298,1,0.39129644369924643,0.11645667699206982,0.016600676992069824,,,1
34,REML,20,2,0.0,0.099856,0,0.061915971098680016,0.08207709652677105,0.061915971098680016,0.003833587477092579,1,0.3217422183849425,0.07012295188396288,-0.029733048116037122,-0.24621971007338397,-0.24621971007338397,1
34,REML,20,2,0.0,0.099856,1,-0.0804844699913286,0.06249105164603383,-0.0804844699913286,0.006477749909785075,1,0.2449649224524526,0.019463839912238275,-0.08039216008776173,,,1
34,ML,20,2,0.0,0.099856,0,0.061648985689402254,0.0801737771299975,0.061648985689402254,0.003800597436532124,1,0.31428120634959017,0.0644610722268429,-0.0353949277731571,-0.28288006290673934,-0.28288006290673934,1
34,ML,20,2,0.0,0.099856,1,-0.08174629388409291,0.06075308125969531,-0.08174629388409291,0.006682456563784486,1,0.23815207853800563,0.015900904361303116,-0.08395509563869688,,,1
35,REML,20,2,0.0,0.099856,0,0.11654094032966686,0.07920099511005005,0.11654094032966686,0.013581790772922972,1,0.3104679008313962,0.0651938790579171,-0.0346621209420829,-0.024751123950966545,-0.024751123950966545,1
35,REML,20,2,0.0,0.099856,1,0.1069729097439049,0.08490733873050595,0.1069729097439049,0.011443203419077624,1,0.3328367678235833,0.08158515302950121,-0.018270846970498786,,,1
35,ML,20,2,0.0,0.099856,0,0.1177120356801346,0.07717819053213344,0.1177120356801346,0.01385612334396128,1,0.30253850688596307,0.059773879823831214,-0.04008212017616879,-0.007893039608346104,-0.007893039608346104,1
35,ML,20,2,0.0,0.099856,1,0.10572308610219516,0.08133632752718768,0.10572308610219516,0.011177370934972172,1,0.3188384039065757,0.07114011723948456,-0.02871588276051544,,,1
36,REML,20,2,0.0,0.099856,0,-0.003705899278267719,0.06701726925180002,-0.003705899278267719,1.3733689460665201e-05,1,0.2627076954670561,0.026314686478271586,-0.07354131352172841,0.45664182680517207,0.45664182680517207,1
36,REML,20,2,0.0,0.099856,1,-0.040583856763698536,0.08932136223361017,-0.040583856763698536,0.0016470494298163995,1,0.35013973995575187,0.08775886876048508,-0.012097131239514919,,,1
36,ML,20,2,0.0,0.099856,0,-0.0020004442446765027,0.06546223474977914,-0.0020004442446765027,4.001777176059344e-06,1,0.2566119602191342,0.022978257536349533,-0.07687774246365046,0.48670049580678854,0.48670049580678854,1
36,ML,20,2,0.0,0.099856,1,-0.04208160962837785,0.0868853802166059,-0.04208160962837785,0.0017708618689151832,1,0.3405906904490951,0.07984956795392681,-0.02000643204607319,,,1
37,REML,20,2,0.0,0.099856,0,0.056344609900560505,0.055185242981255184,0.056344609900560505,0.003174715064846341,1,0.21632615248652032,0.01590049491322924,-0.08395550508677076,-0.5049297124733513,-0.5049297124733513,1
37,REML,20,2,0.0,0.099856,1,-0.006001781395009064,0.09263479300048098,-0.006001781395009064,3.6021379913476945e-05,1,0.36312838856188545,0.1143681399562489,0.014512139956248893,,,1
37,ML,20,2,0.0,0.099856,0,0.05638464741493662,0.0511653026998395,0.05638464741493662,0.0031792284641067193,1,0.20056798658337088,0.010362305233417175,-0.08949369476658282,-0.6161956401610579,-0.6161956401610579,1
37,ML,20,2,0.0,0.099856,1,-0.004189641200130315,0.09019431634389381,-0.004189641200130315,1.7553093385829386e-05,1,0.35356172006806375,0.10625770823505347,0.006401708235053469,,,1
38,REML,20,2,0.0,0.099856,0,-0.016844479419618988,0.0734141506395785,-0.016844479419618988,0.0002837364869179676,1,0.2877834705071477,0.044742602353806435,-0.055113397646193565,-0.048582541239338466,-0.048582541239338466,1
38,REML,20,2,0.0,0.099856,1,0.0575450904293949,0.10646984982469263,0.0575450904293949,0.0033114374325272367,1,0.4173618113127951,0.15256668584469985,0.052710685844699845,,,1
38,ML,20,2,0.0,0.099856,0,-0.019219469208286204,0.07145590591578016,-0.019219469208286204,0.0003693879966482615,1,0.28010715118985824,0.040144263000702826,-0.059711736999297174,-0.046701685931307496,-0.046701685931307496,1
38,ML,20,2,0.0,0.099856,1,0.05715401126166281,0.10378884030193498,0.05715401126166281,0.003266581003298279,1,0.40685225398358515,0.14194343015153577,0.042087430151535765,,,1
39,REML,20,2,0.0,0.099856,0,0.04412499350036803,0.08243547221375977,0.04412499350036803,0.0019470150514075211,1,0.3231470510779383,0.07387142871834886,-0.025984571281651145,-0.5427110738028781,-0.5427110738028781,1
39,REML,20,2,0.0,0.099856,1,0.03270184855184666,0.10502918462524688,0.03270184855184666,0.0010694108987079154,1,0.41171440373096774,0.15066708225425018,0.050811082254250184,,,1
39,ML,20,2,0.0,0.099856,0,0.049753158708526715,0.07832876142278614,0.049753158708526715,0.0024753768014758475,1,0.30704874477732164,0.06327746746183752,-0.036578532538162484,-0.617800593760188,-0.617800593760188,1
39,ML,20,2,0.0,0.099856,1,0.03736123908404441,0.10202226684758398,0.03736123908404441,0.0013958621858951275,1,0.3999272860425292,0.1398061267087897,0.039950126708789696,,,1
40,REML,20,2,0.0,0.099856,0,-0.024192915120484722,0.11460553554502995,-0.024192915120484722,0.0005852971420269783,1,0.4492536993365174,0.1809753667834316,0.0811193667834316,-0.13609714615831786,-0.13609714615831786,1
40,REML,20,2,0.0,0.099856,1,-0.14738435966880256,0.10624269402598835,-0.14738435966880256,0.021722149474982955,1,0.41647136058187434,0.1454846322640944,0.04562863226409439,,,1
40,ML,20,2,0.0,0.099856,0,-0.026969042804754047,0.11157412282732451,-0.026969042804754047,0.000727329269804656,1,0.4373705614831121,0.1678682485572229,0.0680122485572229,-0.15100145729986175,-0.15100145729986175,1
40,ML,20,2,0.0,0.099856,1,-0.14918535366725452,0.10312193001132225,-0.14918535366725452,0.02225626974882381,1,0.4042379656443832,0.13314945092267777,0.03329345092267777,,,1
41,REML,20,2,0.0,0.099856,0,-0.10045165175443034,0.08681217278819847,-0.10045165175443034,0.010090534340193347,1,0.340303717329738,0.08683108931675643,-0.013024910683243573,0.06113720648377551,0.06113720648377551,1
41,REML,20,2,0.0,0.099856,1,-0.2123637598993062,0.08484599711132494,-0.2123637598993062,0.045098366518570174,0,0.3325963086763938,0.0806433009164759,-0.019212699083524104,,,1
41,ML,20,2,0.0,0.099856,0,-0.1012803332955672,0.08375000205043542,-0.1012803332955672,0.010257705912461177,1,0.32830000803770687,0.0773199937027349,-0.0225360062972651,0.05400329345087622,0.05400329345087622,1
41,ML,20,2,0.0,0.099856,1,-0.21140546037347296,0.08268950869910247,-0.21140546037347296,0.04469226867572005,0,0.3241428741004817,0.07411191588905991,-0.02574408411094009,,,1
42,REML,20,2,0.0,0.099856,0,-0.04747887074854411,0.07773341911942978,-0.04747887074854411,0.0022542431675569574,1,0.3047150029481647,0.05940542360188102,-0.04045057639811898,0.7321062951219689,0.7321062951219689,1
42,REML,20,2,0.0,0.099856,1,0.01637219763507659,0.0789262381141236,0.01637219763507659,0.0002680488554020075,1,0.3093908534073645,0.06255214743250796,-0.03730385256749204,,,1
42,ML,20,2,0.0,0.099856,0,-0.04490262733598888,0.07547129447306908,-0.04490262733598888,0.002016245941674696,1,0.29584747433443076,0.053409945327370964,-0.046446054672629036,0.7383468796506815,0.7383468796506815,1
42,ML,20,2,0.0,0.099856,1,0.016551188358198837,0.07611677049157636,0.016551188358198837,0.0002739418360685767,1,0.29837774032697933,0.0550229650453718,-0.044833034954628204,,,1
43,REML,20,2,0.0,0.099856,0,0.018579868885825728,0.0732952777306569,0.018579868885825728,0.00034521152781447496,1,0.28731748870417506,0.017432843823012294,-0.0824231561769877,0.24708776955074396,0.24708776955074396,1
43,REML,20,2,0.0,0.099856,1,-0.06961089118214223,0.10765606268575104,-0.06961089118214223,0.004845676171172046,1,0.42201176572814403,0.126849327076102,0.026993327076101997,,,1
43,ML,20,2,0.0,0.099856,0,0.016822168866582013,0.07038221090016193,0.016822168866582013,0.00028298536537580115,1,0.27589826672863477,0.010885389704426636,-0.08897061029557336,0.29949124813993844,0.29949124813993844,1
43,ML,20,2,0.0,0.099856,1,-0.07119375002643052,0.10506856844819162,-0.07119375002643052,0.005068550042825876,1,0.4118687883169111,0.11668078370403699,0.01682478370403699,,,1
44,REML,20,2,0.0,0.099856,0,-0.01111525515454858,0.08949391604589056,-0.01111525515454858,0.00012354889715071878,1,0.350816150899891,0.1134322694982687,0.013576269498268706,-0.29378960737608145,-0.29378960737608145,1
44,REML,20,2,0.0,0.099856,1,-0.07728071449725865,0.09632933537969042,-0.07728071449725865,0.005972308833206804,1,0.37761099468838644,0.13824877573554784,0.038392775735547835,,,1
44,ML,20,2,0.0,0.099856,0,-0.01173876185108664,0.08745536325233445,-0.01173876185108664,0.00013779852979652705,1,0.34282502394915104,0.10647445406920607,0.006618454069206067,-0.30349823730013886,-0.30349823730013886,1
44,ML,20,2,0.0,0.099856,1,-0.07913777837379705,0.09383433210216093,-0.07913777837379705,0.006262787965940221,1,0.3678305818404708,0.12901552962554655,0.02915952962554655,,,1
45,REML,20,2,0.0,0.099856,0,0.10428536186887002,0.07684039592159517,0.10428536186887002,0.01087543670012117,1,0.30121435201265306,0.05815790521898342,-0.04169809478101658,-0.6561743474773203,-0.6561743474773203,1
45,REML,20,2,0.0,0.099856,1,-0.010640806713329981,0.07351846679797826,-0.010640806713329981,0.00011322676751044839,1,0.28819238984807477,0.049587727335011184,-0.05026827266498882,,,1
45,ML,20,2,0.0,0.099856,0,0.10594473784870599,0.07407754283779648,0.10594473784870599,0.011224287477831036,1,0.2903839679241622,0.05115651942815946,-0.048699480571840544,-0.7095310870797024,-0.7095310870797024,1
45,ML,20,2,0.0,0.099856,1,-0.00758050411355805,0.07063494009990266,-0.00758050411355805,5.746404261567052e-05,1,0.27688896519161843,0.04274996581342297,-0.05710603418657703,,,1
46,REML,20,2,0.0,0.099856,0,0.043309410497683165,0.06396689438366203,0.043309410497683165,0.0018757050376568287,1,0.25075022598395513,0.017648335432921797,-0.0822076645670782,0.9999999999927717,0.9999999999927717,1
46,REML,20,2,0.0,0.099856,1,-0.004836835479402272,0.05756519585386264,-0.004836835479402272,2.3394977454804603e-05,1,0.22565556774714154,0.00596697032935799,-0.09388902967064201,,,1
46,ML,20,2,0.0,0.099856,0,0.044444813672458706,0.06083350244808467,0.044444813672458706,0.0019753414623795724,1,0.23846732959649192,0.011539750787480206,-0.08831624921251979,0.9999999968918316,0.9999999968918316,1
46,ML,20,2,0.0,0.099856,1,-0.004130928413103669,0.05617707140011013,-0.004130928413103669,1.7064569554187197e-05,1,0.2202141198884317,0.003523928971874679,-0.09633207102812533,,,1
47,REML,20,2,0.0,0.099856,0,-0.1506681480883473,0.09169751962791876,-0.1506681480883473,0.02270089084837215,1,0.35945427694144155,0.09008188246452531,-0.009774117535474691,-0.06705670302453905,-0.06705670302453905,1
